,iql_op_2p_600,iql_op_2p_618,iql_aux_2p_804,sad_aux_op_2p_25018,sad_2p_9,iql_2p_7,vdn_aux_2p_971,iql_op_2p_6110,iql_aux_2p_800,sad_aux_op_2p_25000,vdn_op_2p_77111,sad_aux_op_2p_1,vdn_aux_2p_940,sad_op_2p_2525,iql_op_2p_610,vdn_2p_7110,vdn_op_2p_7711,iql_2p_424,sad_op_2p_2518,vdn_2p_770,iql_aux_2p_8110,iql_op_2p_621,sad_aux_2p_10,sad_aux_2p_20006,vdn_op_2p_7742,sad_aux_op_2p_25025,sad_2p_2007,sad_op_2p_2500,iql_aux_2p_810,iql_2p_210,sad_2p_1,vdn_2p_740,iql_aux_2p_8111,sad_op_2p_2519,iql_op_2p_620,sad_aux_2p_20007,iql_2p_224,sad_aux_op_2p_25024,sad_2p_2006,sad_op_2p_2501,vdn_op_2p_7772,sad_aux_2p_1,iql_aux_2p_811,vdn_2p_726,sad_op_2p_1,vdn_aux_2p_9112,sad_aux_op_2p_25019,vdn_op_2p_729,vdn_aux_2p_970,sad_aux_op_2p_25001,vdn_aux_2p_9141,sad_op_2p_2524,vdn_aux_2p_941,vdn_op_2p_7712,vdn_op_2p_727,vdn_2p_7140,vdn_2p_711,vdn_op_2p_7741,iql_2p_510,iql_aux_2p_8140,vdn_2p_720,sad_2p_2018,iql_aux_2p_840,sad_aux_2p_20019,sad_op_2p_2507,sad_2p_2000,sad_aux_2p_20001,iql_2p_111,sad_2p_2025,sad_aux_op_2p_25007,sad_aux_2p_20024,iql_2p_4,iql_op_2p_6140,vdn_aux_2p_910,iql_2p_288,sad_aux_op_2p_2,vdn_op_2p_77112,sad_op_2p_2,sad_2p_2024,sad_aux_op_2p_25006,sad_aux_2p_20025,vdn_aux_2p_9111,vdn_aux_2p_911,vdn_aux_2p_9142,iql_op_2p_700,iql_2p_488,iql_op_2p_612,iql_2p_310,vdn_2p_7141,vdn_2p_710,vdn_op_2p_7771,iql_aux_2p_8141,iql_aux_2p_841,sad_2p_2019,sad_aux_2p_20018,sad_op_2p_2506,vdn_2p_725,sad_2p_2001,iql_op_2p_710,sad_aux_2p_20000
iql_aux_2p_840,11.8016,19.6522,18.9778,21.6782,1.6088,18.543,22.5702,18.6548,21.0372,21.0176,18.8504,17.0416,20.692,18.3222,6.5648,17.3272,10.2192,19.119,16.9446,6.5716,21.7934,16.8288,19.172,21.53,0.3144,21.291,5.2476,16.0304,21.072,10.1958,13.6866,17.3738,21.5876,17.8914,18.5526,22.0334,19.2182,21.4582,0.7084,15.8482,19.5714,17.5604,20.729,12.8246,12.6954,22.6982,21.4448,16.2258,20.8612,15.5114,20.8554,14.4532,21.306,15.7704,20.066,14.2644,18.31,5.7318,16.68,21.0416,13.5556,8.3592,23.6754,21.8468,0.7608,14.375,19.643,15.735,0.1686,20.8134,21.714,3.7864,18.0558,21.3682,17.371,22.0232,17.975,0.3502,11.1396,21.4384,19.6448,20.0586,20.725,20.2064,17.917,16.93,19.4982,15.983,0.6046,19.3336,5.6886,20.3318,20.9598,9.3844,19.7748,0.005,5.225,17.1176,14.9764,21.557
sad_aux_2p_20019,9.2336,19.0194,18.4174,21.536,1.569,18.6886,21.8908,18.6002,20.591,21.499,18.3278,17.733,20.4758,19.5424,4.594,17.9148,9.8996,18.3698,16.0492,5.8534,21.2292,17.0764,17.0182,21.2544,0.0994,21.117,6.3916,14.8442,22.1048,8.1688,14.4032,15.262,23.1456,17.978,17.844,22.939,18.286,21.3886,0.5518,16.0166,19.066,17.1488,20.2166,12.7576,11.178,21.524,21.5866,15.872,19.9472,15.2662,21.1702,11.4784,19.9,13.7822,20.3102,13.6474,18.3768,4.509,16.5782,20.9822,15.1584,10.4856,21.9272,23.6288,0.1968,13.4266,21.6468,15.0722,0.1094,21.2952,20.7896,4.6314,16.9484,21.847,17.4746,21.4264,18.1138,0.1894,9.7204,21.5368,20.389,21.4294,21.1946,21.5982,16.877,16.2414,19.5186,16.665,0.466,18.4946,4.3462,18.946,21.7992,9.8136,21.4166,0.0008,3.1588,18.1804,14.3206,20.6824
sad_op_2p_2507,0.0308,0.2126,0.449,0.0536,0.0048,0.1144,0.4762,0.2164,0.939,0.255,0.044,0.1952,0.228,0.0184,0.0024,0.0208,0.0558,0.2362,0.0038,0.3718,0.7192,0.2078,0.0356,0.1386,0.0882,0.2598,0.0048,0.0028,0.4804,0.0182,0.0122,0.0878,0.4674,0.0278,0.1872,0.2198,0.288,0.31,0.0246,0.0064,0.1132,0.071,0.2052,0.062,0.004,0.3606,0.2796,0.4172,0.5202,0.3202,0.6058,0.0244,0.414,0.0508,0.041,0.1906,0.0672,0.6672,0.1656,0.6382,0.0952,0.0696,0.8554,0.141,24.0842,0.027,0.4128,0.1578,0.0082,0.1578,0.589,0.0218,0.2328,0.2956,0.1818,0.2076,0.0494,0.0056,0.0074,0.0328,0.4464,0.4516,0.3482,0.7384,0.1084,0.1042,0.2012,0.2636,0.2556,0.1424,0.1424,0.4844,0.4332,0.0044,0.248,0.0,0.1218,0.012,0.0932,0.3386
sad_2p_2000,1.3284,16.6566,16.432,13.733,0.364,9.1896,9.935,16.0768,12.9274,17.134,15.2122,12.5518,15.3042,12.2328,1.3898,17.5382,16.9868,14.01,19.011,0.9252,14.177,16.6976,10.8454,11.2446,0.055,7.986,0.0078,19.0086,12.5062,2.737,16.2084,13.8212,12.64,16.8748,17.3826,15.3586,12.534,9.9958,0.0758,19.4922,15.7448,11.7042,11.8934,11.9844,18.4272,15.072,15.704,12.4692,12.0726,10.3396,11.0518,13.3216,16.5782,6.1524,13.9832,6.4944,15.7798,2.3472,19.5924,10.142,8.4818,2.1548,15.0592,13.5174,0.0222,23.3162,16.7024,14.2036,0.031,12.2908,9.1644,3.0536,11.7894,12.3052,14.046,9.2994,17.0358,10.2922,0.0844,13.0914,12.3334,14.1292,13.8704,12.0912,14.583,15.099,16.0136,21.3142,0.1154,18.0266,3.0794,11.1302,14.728,18.6096,14.0102,0.0,1.5682,15.8574,8.455,17.0328
sad_aux_2p_20001,8.5178,19.398,19.0234,21.8252,1.147,17.946,20.901,19.7884,21.9146,22.1684,19.273,17.8186,21.4362,19.731,4.742,18.8742,11.1554,17.6648,19.054,6.6906,21.6998,17.4314,16.8862,20.9768,0.2848,20.6316,10.0812,18.6178,21.3024,8.5812,14.865,14.7212,21.8798,20.5596,18.3896,21.4098,18.2272,21.7664,0.8974,16.2036,19.415,19.7252,19.8548,13.6796,15.1036,20.1642,22.0726,17.0524,21.2574,15.617,21.9524,13.2258,20.7868,13.3644,20.8558,16.4786,19.901,5.3286,17.1634,20.0628,12.174,8.2328,19.81,21.4854,0.408,16.5138,23.4652,16.2202,0.1648,21.7914,20.7706,5.0352,17.3152,20.9392,16.5728,21.582,18.7688,0.2076,6.7662,21.3612,22.0898,22.5446,22.5818,22.979,17.1444,16.7286,19.623,16.876,1.1798,18.6906,4.361,20.405,22.0468,12.4242,21.678,0.0032,3.5234,19.4814,12.6994,21.058
iql_2p_111,11.563,21.103,16.8636,17.038,1.0442,14.877,17.1106,19.9628,18.662,18.5376,18.4748,14.9282,19.078,16.3054,3.7952,21.2292,15.4122,16.5634,18.3138,4.3002,17.7292,17.6712,16.1432,16.429,0.3772,17.5952,6.8402,19.722,14.9388,9.2326,17.9694,16.9734,16.6498,12.2504,21.6532,18.4208,16.863,16.8504,0.6526,14.392,20.8906,21.1658,17.2824,12.8456,11.5728,16.6188,16.3738,13.8974,17.155,14.1244,17.5064,20.6666,18.8164,12.9042,14.6764,9.5788,16.4734,3.2172,18.0978,18.2574,9.6302,8.0656,15.4522,14.7544,0.1548,14.1526,16.5902,23.93,0.2204,16.8788,16.4466,7.3894,20.831,16.0726,19.656,18.6824,21.8584,0.1206,6.6172,16.5012,15.9594,17.5306,18.5074,17.4976,21.8974,19.4426,19.901,18.4732,0.4476,20.5308,8.184,16.175,17.9386,10.0992,15.3568,0.0086,1.6064,10.4276,16.5446,18.2284
sad_2p_2025,0.2226,0.4032,0.191,0.3384,0.1492,0.1152,0.178,0.2054,0.3778,0.2368,0.118,0.1294,0.4504,0.4972,0.0516,0.0424,0.0158,0.243,0.019,0.9436,0.173,0.1538,0.1656,0.1806,0.0546,0.4832,0.009,0.027,0.3482,0.1798,0.0294,0.1356,0.2022,0.2248,0.1026,0.1158,0.3436,0.1588,0.0,0.0532,0.1692,0.2002,0.3262,0.0202,0.0304,0.2958,0.1698,0.1684,0.6262,0.274,0.2808,0.073,0.2138,0.283,0.42,0.2436,0.0492,1.025,0.0868,0.4062,0.0504,0.4342,0.151,0.0912,0.0164,0.0276,0.1218,0.1958,24.0828,0.0682,0.2578,0.0944,0.1742,0.2052,0.2298,0.1632,0.097,0.005,0.0346,0.1344,0.236,0.2404,0.1892,0.1594,0.1152,0.1256,0.6752,0.1686,0.2074,0.1272,0.3442,0.3596,0.25,0.0228,0.2706,0.0,0.2872,0.0584,0.5142,0.1488
sad_aux_op_2p_25007,11.1536,19.9152,17.6044,23.0198,0.8398,18.0818,20.5342,19.953,21.6828,22.6372,20.398,15.3756,22.0432,17.7418,3.858,17.6152,9.7074,18.3502,18.5298,5.0018,21.6396,16.0054,19.6458,20.5862,0.0658,20.2812,6.6828,17.2952,21.2792,10.125,16.7802,15.6534,22.0814,17.6364,18.8236,21.8044,20.779,22.695,0.2194,15.5788,19.7402,18.1378,20.0514,15.518,14.1446,21.5178,23.2414,14.6636,21.2588,14.1128,22.0946,14.8466,22.004,14.4936,19.739,13.058,20.4644,3.384,17.921,21.03,12.2286,9.1716,21.1926,21.401,0.1594,11.9004,21.8464,16.8838,0.1428,23.7562,21.7942,5.369,18.5448,21.5924,18.5052,22.5208,19.3222,0.3974,11.0808,22.2504,21.927,21.6934,21.3486,21.9092,18.387,18.6976,19.1694,16.0378,0.3952,19.0988,3.5442,21.0232,21.4448,8.506,22.3058,0.0,2.8034,16.3494,13.494,21.77
sad_aux_2p_20024,11.449,18.8404,18.974,22.5056,2.227,17.4676,21.889,18.558,21.86,21.1284,18.0574,17.2578,21.8284,18.3528,6.301,15.2322,9.3536,18.6438,12.5838,3.6648,21.7966,14.9556,19.2326,20.386,0.5632,22.4452,4.0458,12.056,21.436,12.1324,13.9328,15.1248,21.429,12.7172,16.4516,20.8638,18.864,23.2864,0.772,11.942,18.3112,17.3468,20.8294,10.816,9.369,21.9278,21.9374,18.1226,21.8178,19.6554,23.3346,16.0378,21.3068,16.1692,19.55,14.3984,18.365,4.2852,15.6878,21.5632,10.068,7.6628,21.8986,20.5606,0.6344,8.563,20.874,16.3244,0.238,21.8328,24.1004,6.7978,19.5254,21.7458,15.8638,22.972,16.6108,0.2684,10.0268,21.4992,21.4998,20.8714,22.113,21.6276,17.4516,15.8346,18.0972,13.6952,1.7466,18.1044,7.2506,21.8116,21.3612,5.6838,20.7842,0.0022,3.929,11.361,13.5752,21.4846
iql_2p_4,5.9312,7.7114,7.2208,5.7952,8.5046,4.7206,6.2146,8.1958,6.5388,6.0038,6.7944,3.6328,8.365,4.14,6.5262,5.701,4.4884,6.3644,2.6492,3.665,5.8748,8.228,3.0786,3.672,0.093,5.3524,0.1182,2.613,8.0652,4.7136,2.6008,4.5214,6.3908,2.1892,6.9252,4.5026,4.178,5.4284,0.0838,3.9942,7.2072,4.2014,9.2864,1.9038,2.271,7.2286,5.1104,4.2694,6.8948,6.213,6.1534,3.1176,6.3392,4.1358,6.0234,3.1542,5.6728,1.2516,5.9774,6.6024,3.7392,0.621,3.8852,4.7832,0.024,3.116,4.7784,7.617,0.1192,5.414,6.9932,23.5898,6.4766,6.9562,5.7998,5.2294,6.5264,0.7768,0.4642,4.9862,3.3658,5.368,7.9986,4.9586,7.1732,5.0658,6.4446,7.459,1.3324,7.1234,2.584,6.6716,6.4826,1.8936,3.6498,0.0294,1.4776,1.8258,5.5726,6.55
iql_op_2p_6140,13.7782,21.899,18.2588,19.4466,2.0028,15.9232,20.2212,21.1652,20.2234,18.6432,19.7464,18.2788,20.716,17.9998,3.9626,19.2258,16.705,20.3418,16.5356,5.5638,19.4294,17.6366,18.3508,17.3888,0.728,20.936,6.8692,16.4972,17.5466,12.531,18.0972,18.1746,18.7926,11.5004,21.4782,19.1126,19.2238,19.6218,0.4052,12.8436,21.3076,21.5182,18.61,14.3642,11.9174,19.3126,17.8828,18.0242,19.6904,16.1208,20.9248,21.1438,20.4112,12.8202,17.1878,13.3996,18.715,2.5878,18.7336,20.735,11.54,9.0078,18.4184,17.2284,0.2044,11.7084,17.7284,20.9648,0.1904,18.9946,19.8202,6.444,24.078,18.5922,21.3002,21.898,21.371,0.088,11.4254,18.1406,19.0112,20.1316,19.8844,19.5396,22.622,19.666,20.4024,18.811,0.9654,20.4548,9.5076,18.4352,19.185,8.8486,17.6296,0.02,2.3056,10.5906,17.6264,20.1568
vdn_aux_2p_910,11.4814,19.0754,19.2354,21.7338,2.0474,18.7916,21.6346,18.9046,21.132,21.1558,18.9442,18.6858,22.0326,19.1938,5.6304,16.1744,9.6316,18.6894,15.6822,5.0076,20.0402,16.0346,19.3224,22.3298,0.448,21.7224,6.6466,14.5106,21.5504,11.2888,17.054,15.787,21.3884,16.6812,17.862,20.9422,19.7988,21.1994,0.5154,14.9378,18.8844,17.7468,22.208,12.4276,11.2602,21.7714,21.295,17.9678,22.1404,17.353,22.1158,14.7732,20.537,17.8962,20.0854,15.6336,18.9032,4.9694,17.4712,22.7588,13.4908,12.808,21.509,21.7428,0.3652,12.0674,20.9606,15.8814,0.1988,21.6308,21.8146,6.7516,18.2512,23.5636,16.6848,22.0426,17.8616,0.2746,12.8808,21.0316,22.4408,21.4422,20.9946,20.9436,17.3314,18.0024,19.2282,14.8892,0.9434,18.8916,6.1714,21.8224,21.1424,9.6338,21.4158,0.0042,5.2716,15.0078,14.3966,21.152
iql_2p_288,13.175,20.8388,16.1952,18.4544,1.3146,15.4472,17.453,20.9472,18.2892,17.4212,20.5108,15.9942,18.3088,14.9662,3.4532,19.278,16.3226,17.4802,16.8856,3.4862,17.8032,16.6562,18.021,14.523,0.5522,16.9352,6.8126,16.7946,16.759,12.9092,19.2272,16.9454,17.024,11.4012,21.871,18.3156,18.6576,17.065,0.505,16.146,21.1574,18.9494,15.4116,18.3312,14.0546,17.861,17.5808,14.8716,16.666,13.3132,17.9902,19.282,18.0316,13.2296,14.96,10.5814,20.2232,3.0156,18.9804,18.0948,9.5926,10.6604,17.6354,17.6508,0.1486,13.6302,16.7814,19.8248,0.2398,18.7558,16.2602,5.7456,21.1752,16.7156,23.7838,18.7956,21.4884,0.3026,11.2464,17.1888,17.8172,19.234,17.499,17.7196,21.9874,20.4362,19.6586,19.5282,0.3614,19.5224,7.6698,16.3516,17.7256,10.0388,18.2408,0.0122,2.9428,10.861,15.4794,19.0716
sad_aux_op_2p_2,12.0054,20.4364,17.7922,23.028,1.2366,19.1184,23.1236,20.4614,22.5648,21.4794,20.0042,18.673,22.7428,18.6082,5.187,17.1064,10.3434,20.6196,15.0616,6.4194,22.3558,15.4974,20.466,21.119,0.307,23.5046,4.2772,14.7116,21.4326,12.1696,14.4366,16.7628,22.0828,14.5828,19.5014,22.0196,20.1684,22.5344,0.6598,12.1634,20.4364,20.5218,21.3036,14.0192,11.245,22.2988,22.143,16.7616,22.7828,15.5356,23.416,17.729,22.1744,15.2272,20.1546,15.6432,19.7052,2.9318,16.4354,22.6186,11.0012,7.0154,22.0458,21.2592,0.2474,9.0226,21.5402,18.3246,0.1376,22.3592,22.8516,4.9036,21.7148,21.8734,18.712,24.2358,19.8224,0.4064,10.2196,22.1918,22.2518,22.3286,22.4252,22.1904,20.1388,18.7058,19.98,14.8714,1.0232,19.691,5.8124,22.0462,22.3466,6.0158,21.4108,0.007,2.597,13.5044,15.721,21.941
vdn_op_2p_77112,11.5718,21.6118,17.9758,19.528,1.0422,15.9564,18.3848,21.6588,20.3826,20.3448,21.1402,16.8122,20.3288,18.2506,3.3574,21.6702,17.9608,19.0226,21.4178,4.5998,19.1428,18.7576,18.5644,18.279,0.205,18.605,8.774,21.2864,17.4948,10.526,20.7284,19.072,18.6132,15.357,22.9458,20.3096,19.1186,18.615,0.27,15.5964,22.5608,21.458,18.4108,15.4556,14.8654,19.2076,19.0862,15.3798,19.1604,13.4478,19.226,21.0138,20.676,12.5756,16.7372,12.5912,19.9616,3.2612,20.5812,19.7714,11.2966,11.7802,18.4684,18.2402,0.0412,16.931,19.0356,21.9686,0.0918,19.6072,17.3042,6.5714,21.3984,17.9158,21.6984,20.0424,23.639,0.139,10.9878,18.3314,19.0988,19.8484,19.6176,19.4288,22.4274,21.2474,20.7418,20.0028,0.4454,21.9594,7.756,17.9586,19.4448,12.932,18.7208,0.0,1.6834,13.5648,15.8032,20.603
sad_op_2p_2,0.0338,5.5762,5.2016,0.4194,0.0294,0.0998,0.5504,0.2576,1.0708,0.344,0.136,0.3946,0.3624,0.1302,0.691,0.1836,0.0662,0.2102,1.0276,0.0928,0.5538,9.6276,0.2998,0.8588,0.002,0.186,0.004,0.0776,0.3942,0.0674,0.1498,0.1092,0.4366,0.2202,0.1256,0.7508,0.3522,0.416,0.02,9.347,0.141,0.266,0.302,0.2434,7.4332,0.2388,0.6624,5.6998,1.406,1.8064,0.411,0.0668,0.2498,0.0358,0.083,0.1414,0.1432,1.5564,10.5284,0.6042,4.7312,0.0576,0.466,0.3292,0.0,10.0634,0.3602,0.1658,0.0036,0.4938,0.3076,0.805,0.1424,0.44,0.3478,0.4624,0.1624,23.8396,0.0988,0.1256,0.8286,0.3846,0.2642,0.8972,0.3042,0.17,0.4594,11.7484,0.016,0.1758,4.052,0.76,0.3376,9.9868,2.0906,0.0,1.5084,0.0538,0.056,0.9216
sad_2p_2024,2.6136,5.5948,3.289,12.0468,0.0146,15.2154,11.7066,12.2806,10.4116,7.2894,13.6312,4.2516,9.7612,8.1728,0.1762,5.9644,6.7354,11.7136,5.6902,1.1114,10.909,2.992,15.1464,7.101,0.022,8.7532,1.4634,4.4506,11.5616,2.8986,7.603,7.2718,11.001,6.5256,12.1326,8.5456,10.4318,8.8474,0.0146,2.6622,11.3228,8.537,10.3114,2.6106,1.8744,13.2774,8.3896,4.2864,9.6096,1.4522,10.3096,5.4032,10.7484,9.3794,12.3176,12.2958,13.9014,0.054,5.8648,10.489,5.6676,2.3736,11.2218,10.0152,0.0148,0.1194,6.5484,6.328,0.0328,10.5404,10.7444,0.4684,11.2196,12.7854,11.1016,10.8814,10.4528,0.1186,24.1248,6.192,10.6346,12.4316,10.2568,11.1884,11.255,12.069,13.1302,4.1544,0.2526,11.2444,0.3574,10.1724,9.6638,0.0532,15.2868,0.0004,0.0658,5.0788,6.651,10.8
sad_aux_op_2p_25006,12.5656,19.2508,18.6154,21.8644,1.4356,16.87,20.5862,18.9018,22.1162,21.6438,17.533,16.4058,22.25,19.041,6.3274,18.6666,10.513,18.1236,15.9772,7.9628,21.8018,17.0492,16.5758,20.5726,0.0952,20.4602,4.2398,15.1374,19.9266,11.5214,14.926,16.1964,22.321,15.6436,17.9078,21.6092,18.2416,21.7488,0.34,14.7376,19.5444,18.6818,20.3378,13.3474,10.0712,21.1208,21.6154,13.6306,21.402,15.132,22.1184,13.6058,21.798,8.4666,18.4076,12.109,18.0514,2.7222,16.3008,20.8638,12.828,9.8516,21.8674,21.4946,0.0436,12.7278,21.3196,16.6428,0.1286,22.216,21.4654,4.8238,17.7182,21.0762,16.8992,21.9854,17.7448,0.111,5.7234,23.7528,21.358,21.8998,21.7342,21.7668,17.5344,16.2596,19.4342,16.6518,0.4658,18.8152,4.319,20.0512,22.0766,10.137,20.3704,0.0032,2.6312,14.9972,13.5818,21.5162
sad_aux_2p_20025,10.5884,20.2404,17.1756,21.8008,1.1248,17.5854,20.9064,19.1186,22.181,21.8002,19.0224,17.3662,23.2804,19.1354,4.4316,18.3846,10.1136,18.5228,17.6348,6.6298,20.7864,15.5232,17.9052,21.543,0.238,21.6362,6.4702,16.5492,20.1662,10.1928,14.429,15.572,20.7624,17.1636,18.9458,19.8948,20.0854,22.1452,0.4532,13.8126,20.137,18.8182,21.3682,14.3018,13.262,20.9594,21.8806,15.597,23.0218,12.4414,22.5784,14.7886,21.6846,14.2178,19.5586,11.6918,19.2856,3.4866,16.2464,22.9806,12.033,7.5482,19.7214,20.3926,0.444,12.1458,22.1496,15.7108,0.2168,21.873,21.523,3.8052,19.0304,22.3776,17.6814,22.2526,19.0264,0.4014,11.1238,21.2508,24.028,23.0168,21.5734,22.5736,18.4004,18.4542,18.9846,15.939,0.5816,18.3874,3.1004,22.4928,21.749,7.5748,21.7862,0.0002,2.7378,15.1736,12.8708,21.6298
vdn_aux_2p_9111,11.4992,20.486,18.5216,21.4576,1.5186,19.23,21.7328,20.0236,21.951,21.2776,19.203,18.9986,22.6724,19.8594,5.8668,18.7048,11.7464,19.4576,17.8486,7.1568,21.873,18.0048,17.9296,21.0822,0.3646,21.8372,7.3218,17.2644,20.6438,11.5678,16.2352,17.6034,21.6412,17.8918,19.3182,20.8756,19.7666,21.6238,0.8306,15.908,20.7716,19.9266,21.1132,15.9962,12.9946,20.4654,21.6256,17.8694,22.5286,16.6134,22.844,16.5696,21.2192,15.779,20.251,14.138,20.0044,5.2074,17.7124,22.0314,14.4832,11.188,20.018,21.4352,0.483,14.0998,22.4306,17.6424,0.209,21.7634,20.8782,5.7466,19.8166,21.446,18.9912,22.4466,19.7488,0.378,13.1276,21.8952,23.1488,23.7694,22.0838,22.8528,19.6378,18.0768,20.165,16.682,1.061,18.8004,6.0922,21.6204,22.7454,10.6814,22.334,0.0082,3.681,16.8822,16.6316,21.602
vdn_aux_2p_911,12.1452,20.0948,18.9568,22.1308,1.664,17.617,21.661,19.7944,22.736,21.663,19.6338,18.886,21.7888,19.9898,6.0366,18.9864,11.9572,18.7614,16.8044,4.4004,22.638,16.88,18.848,20.9678,0.5108,21.8152,8.876,16.9452,21.3948,11.738,16.273,16.8138,21.6162,16.4274,19.0216,21.9238,19.0248,21.5626,1.1724,15.6056,20.1594,21.1642,21.032,13.5226,11.941,20.9246,21.7252,18.1226,22.0732,17.5308,22.4044,16.807,21.3298,17.062,19.9728,17.4104,19.605,5.211,17.4642,20.9972,10.915,12.1082,20.8664,21.1256,0.3384,13.5236,22.659,18.6224,0.1524,21.4418,22.1644,8.2102,19.5958,20.9988,17.537,22.4306,19.415,0.264,10.9388,21.7608,21.6278,22.0994,23.5188,22.4136,19.0302,17.7414,19.3586,16.4822,1.474,19.7374,7.2586,21.7822,21.937,9.8,21.0254,0.0124,3.7572,15.051,15.1616,21.7382
vdn_aux_2p_9142,10.6266,20.3292,18.585,21.7072,1.9484,19.1926,21.6008,19.9708,22.7628,21.7364,18.2788,17.3914,21.8128,20.66,5.6768,19.3796,10.1158,18.6782,16.7792,7.7252,22.1108,17.1648,17.3784,22.0544,0.354,21.8542,6.4484,15.8204,20.37,10.0116,15.6654,16.7752,22.3004,18.2694,18.9694,21.656,18.8434,22.7462,1.3854,13.6224,20.1632,20.6068,20.1684,13.0574,11.3326,19.9082,22.0926,17.3176,22.3208,14.766,22.582,15.2612,20.7916,15.7228,21.0516,15.6064,19.1384,4.3764,16.3296,21.1126,14.1172,8.3524,20.2602,21.6168,0.7672,12.1066,23.023,17.6254,0.2406,21.9538,21.4338,5.029,19.1032,20.9116,17.968,22.304,19.292,0.593,11.8354,21.9504,22.7592,22.9314,22.4826,24.1144,18.5194,16.5792,20.4304,16.275,1.2408,18.9612,4.4164,20.7774,22.2406,5.9794,21.6022,0.0094,2.6802,17.388,16.3614,20.8402
iql_op_2p_700,13.7436,22.218,18.298,18.6698,2.2572,16.0164,18.7758,21.3454,20.2754,18.8796,19.2476,17.9732,20.6252,16.891,4.48,20.4058,18.6744,19.571,17.9332,4.9458,19.3352,18.5822,17.8084,17.301,0.7398,19.4826,6.736,18.3376,16.957,12.6986,19.0382,20.0104,18.0132,12.615,22.592,19.5698,19.3844,18.4932,0.3878,14.87,22.1598,22.2518,18.371,16.159,12.8432,18.5044,17.7056,15.2534,19.0758,15.7552,19.2394,21.339,20.728,11.2524,15.06,12.3952,18.1064,2.86,19.8876,20.0506,12.5318,12.566,18.2868,17.0576,0.1012,14.4614,17.589,22.0108,0.1372,18.7928,17.6702,7.2444,22.6244,17.5158,21.983,20.189,22.4774,0.2472,10.9802,18.3006,18.7632,19.9414,19.331,18.7716,23.995,20.8186,20.7572,19.8858,0.7718,20.9202,9.765,17.5466,19.5084,11.1172,17.299,0.0538,2.3108,11.2036,19.731,19.9914
iql_2p_488,10.981,20.994,17.1322,18.5984,0.8218,15.2732,16.5216,17.8758,18.072,17.9272,19.9818,15.9426,18.8512,14.0584,2.9796,17.0882,13.0756,16.3446,15.764,3.9272,17.463,16.7986,17.5942,15.841,0.2778,17.0646,9.1528,16.3268,16.1666,7.5172,18.118,16.8394,16.6996,9.9706,21.3616,16.9606,19.8544,17.335,0.184,15.4864,21.0664,19.4842,16.7168,15.3488,15.0778,17.6672,16.6514,13.842,16.8732,13.4118,17.9012,17.6538,19.2838,13.1112,13.9268,10.9794,19.5832,3.2594,19.2442,18.7952,9.8096,8.103,17.0862,16.4978,0.1266,14.4714,16.7588,19.3938,0.148,18.888,16.0882,4.6482,19.6922,17.9308,20.1328,18.8336,20.8822,0.1658,11.145,16.4744,18.614,18.213,18.0954,16.6682,20.8432,23.6358,18.6686,16.8202,0.5056,19.3856,8.7652,17.0318,17.8322,14.3662,16.547,0.0,3.1326,9.2716,13.9122,18.2012
iql_op_2p_612,11.4884,21.0722,18.4216,19.288,2.4164,21.4594,20.2594,21.9084,20.1402,19.5952,18.2076,17.4698,20.5946,20.3936,5.6508,19.0732,16.2672,19.6696,17.5048,6.7506,19.528,20.0318,17.8948,19.4352,0.5072,20.724,6.246,17.6712,18.33,11.0882,16.9188,20.6646,19.8062,19.4684,21.3238,19.803,18.5836,19.5996,0.9664,17.041,20.9202,21.084,19.7628,13.5604,12.3302,18.9882,18.5188,16.261,20.1748,15.6652,19.4742,19.1658,20.6332,16.2614,20.2282,17.232,18.3608,3.8708,19.251,19.4218,16.5156,10.8394,19.4238,19.4706,0.1748,15.5968,19.856,19.8784,0.7142,19.195,18.0222,6.5668,20.0126,19.025,19.823,19.921,20.5276,0.4054,13.5798,19.2802,19.2154,20.2934,19.6522,20.6078,20.8322,18.7016,23.5472,18.3484,0.5056,20.3166,7.6676,18.2542,20.9308,9.4094,18.6184,0.0192,3.2334,18.1858,21.43,20.4896
iql_2p_310,7.2686,19.633,17.8196,16.562,1.6904,16.034,15.7452,19.2532,17.8448,17.6994,19.4018,15.6898,17.2862,17.1288,4.474,20.102,17.5536,16.338,19.2258,4.4182,17.3162,19.581,15.2682,13.4168,0.3464,14.4714,0.9094,19.676,16.608,9.6266,15.8018,17.5816,16.511,16.488,20.381,17.768,15.6974,14.8216,0.7878,20.3998,19.8258,17.0378,14.9566,15.0162,17.8676,16.4058,16.4816,16.0618,15.7084,14.8414,16.1296,18.2248,17.3152,12.7104,16.6664,9.9828,18.0514,5.0558,20.1714,15.2608,11.532,5.8336,16.4084,17.2446,0.204,21.269,17.5082,18.4054,0.2318,16.3054,14.1534,7.6008,18.861,14.9816,19.4992,14.9738,20.1314,11.2424,2.8216,17.076,15.8838,17.2654,17.0306,16.6686,19.7882,16.8984,18.392,23.3486,0.367,19.9626,7.8152,14.5756,16.1786,15.64,15.4998,0.008,3.0664,15.5642,15.4146,18.7174
