,iql_2p_12,iql_2p_420,iql_2p_514,iql_2p_5,iql_2p_616,iql_2p_280,iql_2p_510,iql_2p_292,iql_2p_106,iql_2p_204,iql_2p_310,iql_2p_492,iql_2p_3,iql_2p_432,iql_2p_212,iql_2p_101,iql_2p_210,iql_2p_10,iql_2p_7,iql_2p_614,iql_2p_9,iql_2p_602,iql_2p_232,iql_2p_224,iql_2p_604,iql_2p_112,iql_2p_220,iql_2p_11,iql_2p_111,iql_2p_102,iql_2p_214,iql_2p_107,iql_2p_428,iql_2p_208,iql_2p_288,iql_2p_6,iql_2p_110,iql_2p_2,iql_2p_8,iql_2p_105,iql_2p_4,iql_2p_113,iql_2p_518,iql_2p_314,iql_2p_606,iql_2p_612,iql_2p_608,iql_2p_610,iql_2p_228,iql_2p_488,iql_2p_284,iql_2p_484,iql_2p_200,iql_2p_618,iql_2p_424,iql_2p_480,iql_2p_600,iql_2p_206,iql_2p_318,iql_2p_202,iql_2p_1
iql_2p_9,0.09984248009740142,0.06449262599708591,0.12544548189552304,0.13263064804184588,0.139207244380456,0.12287304342287611,0.10776621199615395,0.13131358372994015,0.10064144275595417,0.049715943116871476,0.12229711855967824,0.11179812034198071,0.0974430800416325,0.11680790329425488,0.10509530547079636,0.11932039503789788,0.1310839852918731,0.12286867903579009,0.12765149744519255,0.13212426874726685,0.024448679146326084,0.14455030360397034,0.12017974268569558,0.10691229209029239,0.13178064316127766,0.12289312156504122,0.12117805052071104,0.13426300053253687,0.1284831501481809,0.13330999587427794,0.10457564806397328,0.12701621235102234,0.10629271824541886,0.09741819312633548,0.1391109689708184,0.0677496189804784,0.12406623714774297,0.11767751591531833,0.13268479569264896,0.13577107765647292,0.11594574952105834,0.13445433779540172,0.13674188212833696,0.10398040273051457,0.14140339741321634,0.12282622052314399,0.11619579252279318,0.10240107249438357,0.034239289595434076,0.1274769048573113,0.10604698189010378,0.11725234312370905,0.10553222431087103,0.12139149146459977,0.11494540700697876,0.1075713311621642,0.13493477745933402,0.10906656330883448,0.11368104587836972,0.12422369551740117,0.07271634754303877
iql_2p_602,0.14737236318930358,0.06644367623784825,0.10654731121900732,0.1352746273326968,0.12390855566909009,0.12832483469695177,0.11615188180998187,0.07489886322234804,0.1395447211756862,0.04790498721427655,0.13026917581684472,0.10682756943785626,0.09162673457021155,0.12402545274257214,0.1403721966487666,0.11578461604202864,0.1302189382232861,0.09796571547230183,0.06589308455369197,0.08192093749463564,0.1425073818719578,0.026798638174355054,0.14983350760093686,0.13982762542502108,0.1474791986959517,0.09624938337464818,0.12649187771552764,0.13323113074653387,0.13753901785311687,0.1313280617689913,0.12333215506103833,0.13690377105105614,0.13666191861670904,0.1231932717318604,0.14150152225329593,0.12750848618033234,0.11846788580877099,0.13967590772928595,0.08316232974129573,0.13343998797961576,0.10687033249690955,0.13512946796313527,0.07428895282611003,0.12861601766498604,0.14381226373296543,0.0642878188150757,0.11449475652622701,0.10048195459882335,0.03272796968954842,0.14541218961283814,0.147844484536962,0.09226617906903915,0.1399294257545567,0.11493420639652932,0.1284267908498846,0.11583232170685345,0.13933926412895972,0.10590203287944948,0.14456524547760433,0.092850869505891,0.12811713078273335
iql_2p_232,0.1120657655129344,0.057222585471123195,0.13417156348496503,0.1367554369229977,0.11525718455697241,0.110820110088377,0.1096379583538475,0.1392929732901125,0.12166414097835071,0.04354522054140959,0.09953495691464381,0.11247189714768753,0.08799266223952994,0.10995715642012574,0.09382004216584003,0.12760925997747968,0.1435330178042669,0.12818893693295066,0.1425428148732864,0.119885475350436,0.11387027534874936,0.14779181509136424,0.028631384039197263,0.10393507881365174,0.12771340402635895,0.10062049095487459,0.11004534570803076,0.1419721284196303,0.13055092122233378,0.11755711377879266,0.12096274811693059,0.11816027457652593,0.11459842930860788,0.13592453126643472,0.1101680258151157,0.12284033982369146,0.1295167480752972,0.10240801593625375,0.12953173631199422,0.11754735746923449,0.10445934114285807,0.14334800393448108,0.1261058577227878,0.08201422315671836,0.14752627969280593,0.11311796939478713,0.12268465344940255,0.08910282774412942,0.03162159818857991,0.11431589859682685,0.10604134405032783,0.11722729020155674,0.10358744908530183,0.10934035957504439,0.1179716102797618,0.1262923572034349,0.14119034751710188,0.12406903494425996,0.13067611246130642,0.11059420509231033,0.10375454110543789
iql_2p_224,0.11085024532223643,0.05065736953297121,0.12419239770613981,0.13583149063453584,0.10656825339659086,0.090768677416827,0.08617980157786394,0.12143444928025983,0.06464474710291626,0.04457546509011432,0.1175132838108101,0.1246575461013091,0.10145782240911735,0.10310780362319816,0.10363391410151408,0.07960199213587558,0.1327160095542358,0.0882337985128148,0.11127714414020516,0.1103724833824083,0.10290687300661701,0.14003317035616955,0.10397207178853368,0.021480580811514383,0.111888271556942,0.1022467603398758,0.1067232449281786,0.13799123679422545,0.12671505921554863,0.10418133111071293,0.08691932770103551,0.1012928339025027,0.06465183332280687,0.12368143178343304,0.11833454538721988,0.10643534210026291,0.12775926349192843,0.10983232311118617,0.12693142450945707,0.10314979848744253,0.1024203932427522,0.14116507205396098,0.10343016488433149,0.10210933273702262,0.14509108308920984,0.09609483778018463,0.08697800508174466,0.10701032458599498,0.034548968146675525,0.09855518998003099,0.11154324632177423,0.10843716849862872,0.0760135566856334,0.08123528292558596,0.11179765206836859,0.11892938782319533,0.13913960296047995,0.08415074621178352,0.08642468980563366,0.0984144587344766,0.09273787019335734
iql_2p_604,0.11139103173954355,0.06356910438255363,0.1233209405089014,0.13255042620829252,0.1002620232790063,0.08619321880519372,0.10342772564452918,0.14316859362304288,0.1027702705649839,0.05592437400633108,0.08926260937256987,0.12075952911468311,0.12009508069858646,0.09432861194780721,0.12232435557974544,0.1188173750257091,0.1406631436873213,0.10778274351676152,0.14949758823472706,0.1034169957018671,0.13096431746090229,0.14752027451167518,0.1312724175445855,0.11139065612518852,0.03249543857220579,0.12788126192683585,0.07929608313151414,0.14278306787571135,0.11496216111399436,0.0932294888541174,0.11129959568659717,0.08719098664426271,0.10398047570577854,0.12971931100649586,0.09678853151071153,0.12704224481643892,0.13037687865568803,0.07529887117347775,0.11362692071863956,0.10121530631282998,0.1233617731390077,0.14159375116155376,0.11274886784353978,0.09880518512709745,0.14251529015512687,0.10658422787636077,0.0941058688499288,0.11516555193285881,0.02705694794318088,0.11658497673371127,0.12129695184958277,0.10572416276329645,0.12250539723620343,0.08311924754231116,0.13130037367806688,0.10275006086616202,0.1228448672432023,0.11857936940294461,0.12960822393660057,0.11104796959872791,0.1424437660552402
iql_2p_112,0.1215740482504387,0.06492146615719642,0.0974508727923973,0.13533511106878363,0.1183841205229823,0.10510126069653018,0.07580195116222273,0.10461807839948122,0.11081118264868396,0.046385648728890276,0.08862660530563043,0.11848131950649436,0.10925129403352621,0.09441460052343598,0.0986410991017436,0.0835873383234566,0.1378939089010098,0.10439139336171348,0.07106558795929292,0.07577823201949224,0.11816419000695598,0.09950122326886238,0.10785431919028556,0.09929346806311078,0.12852496096867722,0.02371657968594966,0.09522295517363447,0.13983020489150405,0.12829780344183606,0.1115423475098135,0.08513895648878954,0.10725079154952656,0.11112431204736432,0.12063827581659146,0.11457692022392642,0.10656893115725616,0.11524242982512996,0.09826041465412202,0.08221789192140601,0.1104211399687578,0.10773531996518133,0.1377557258338106,0.07312385088327883,0.08207561859651136,0.14208922579843977,0.07433174498153532,0.09473637763815967,0.10865003160606997,0.03186025687278745,0.13144630246606406,0.11456866112510875,0.06826067096066372,0.10747414260183702,0.08982262481134695,0.10200580277611661,0.11092855210449652,0.1355925986180662,0.10393175468546656,0.13201163282074801,0.06156130466453744,0.09051189884208595
iql_2p_220,0.07151779661035426,0.05594826724752072,0.1113961719629539,0.12036304918038591,0.05992284899769035,0.04829032201176545,0.058228056742433025,0.11714085538359365,0.09436650100538856,0.05450092373529093,0.04986112481683501,0.09895356098695994,0.10348691140429304,0.08292327398264011,0.10010191091083125,0.0856154324406529,0.12105921774074042,0.07274797916093614,0.12860090687083042,0.06846852888736547,0.12103161210196284,0.1264736341218991,0.1114726591052712,0.10650569303093614,0.07989986613255369,0.09113803842523713,0.02415917068113059,0.11741893649663157,0.07364482933648499,0.09576107585026392,0.07465737761266464,0.09350375496203346,0.08184655770403541,0.12545337160873754,0.061743675562765124,0.11808707942869956,0.11623614553141375,0.06348393377855534,0.07901850269398933,0.09361345048656203,0.11188825511196426,0.13525697781630344,0.09034430142515908,0.08703611737663854,0.13205012305938985,0.07454838487854716,0.047623214171242156,0.11004883512332149,0.024891440295812535,0.09384632544751019,0.10285625663030908,0.08765870252290983,0.11032712489682671,0.05918868263443612,0.11098920304245813,0.1087989964659601,0.12593762770514616,0.09814519855805479,0.1008288989923028,0.07543498095711298,0.11832753562886365
iql_2p_11,0.13349133005555078,0.04675835377769409,0.1347489474838301,0.12446664144259698,0.13997937079441383,0.1305786407036005,0.12488952993746112,0.12618829330805612,0.1322251103232665,0.034366247511184576,0.1255004374494368,0.0984269515935549,0.07932356098915377,0.13522615652306325,0.14226909983548783,0.13559893141171872,0.1327029522203632,0.1387486263427498,0.134522247230709,0.1340708005197254,0.13525990740792335,0.13376070526129863,0.14150348620440417,0.1363043202250024,0.14276803182785702,0.1392384371931831,0.11757151097098309,0.02325703265681157,0.1395497760657465,0.1388314291794189,0.1351033180643614,0.13335819767828297,0.1280701300069614,0.1110096194390378,0.13450089186321404,0.12492006631442362,0.11646496328080817,0.12957115725345666,0.12986197223205878,0.13502571713566272,0.08515228593525835,0.12604878341340706,0.13483659693124858,0.11815739601057565,0.13045284300466586,0.12533777263060006,0.11451219100165712,0.0689010910798951,0.02176116743191872,0.14060469124463804,0.12170643697027696,0.12870153553085528,0.13374720844937285,0.13164530864409865,0.14142862440114445,0.09728830026267289,0.12479448385245237,0.13332579570360717,0.13900684196110635,0.13376083205482836,0.13961126040545582
iql_2p_111,0.07553590065657521,0.05748573777903524,0.130286094545811,0.13581054050404187,0.0699830324578751,0.08438983592826804,0.09716113951575496,0.13999715837116122,0.10351658383080461,0.04808740167653061,0.09027212389215178,0.10936045643650176,0.09293844117479053,0.10529461539888921,0.11767743518619021,0.11779606645385066,0.13673719116611982,0.0857892762995469,0.14147697409826096,0.0925595816325895,0.12460824341912537,0.1376886759613876,0.1338815093730273,0.12885575734130006,0.11260128084529057,0.123669485937316,0.07681897494760002,0.13941979288465464,0.023934493936576137,0.11205114889192345,0.09095836018750558,0.1158206546001187,0.1086959508353462,0.1304560015944073,0.10202751001568156,0.13193904095452563,0.1325006964208113,0.08636275938157603,0.10019852897123789,0.08823693557688866,0.12000587982261535,0.14266882759734165,0.1128176411382546,0.08313774974101716,0.1447802902607948,0.08852696723597844,0.07868987960341534,0.10024615400103885,0.02631333897474815,0.10268036057591538,0.10978877461744439,0.09865895515359971,0.12037526270791685,0.066313182701481,0.13239394279195704,0.11589189445340858,0.1394664339545541,0.11146891480587762,0.11403768864721872,0.1118285314577635,0.1399758159397544
iql_2p_102,0.12247291158456225,0.058508225678104445,0.09592974829530201,0.13625586399124262,0.09627080433859478,0.08629306859765737,0.09730967573679401,0.12047687482666539,0.0978770003218325,0.04847654038810938,0.10156066289661564,0.11937463502771432,0.10817815099177837,0.07120390994882234,0.11080395483916627,0.09662937673399326,0.13952048942001313,0.0826902956337683,0.12950700058298006,0.0890578282241376,0.12918045722167112,0.134169715539685,0.12111784555547543,0.10540513349927506,0.0922196749506308,0.1141802355926804,0.10120402458400556,0.13757680499270217,0.11889795288397526,0.03141878151679342,0.10484056482106532,0.10038874375147844,0.09282796884560171,0.1328542351601935,0.10303730105160946,0.12229045176137014,0.12824069616155392,0.08547683831307754,0.10217290564528347,0.0818617640171527,0.11335316955427406,0.14354741095540524,0.09330579471822743,0.1069633348395608,0.1466093868481824,0.08099726415132796,0.08933223163002255,0.11558868840851168,0.033182669090957705,0.11526727702171158,0.12583164625800616,0.09215837563672659,0.10318728879081958,0.07859968529199084,0.10943845963828254,0.12100891550625516,0.14203264255796974,0.08964831750791534,0.11307928545936254,0.09091658488966685,0.13053798821798962
iql_2p_214,0.07434594805367672,0.060839507624569085,0.12677742306893605,0.13446706585629062,0.0674800305868336,0.06271844360313797,0.048925275185736056,0.12568719661126984,0.09969320839455413,0.048615915089608254,0.07353468835862433,0.1114665856299546,0.10316442762890705,0.07965118977140265,0.08351181832531249,0.06416801938660723,0.1348959916676548,0.05507882634915163,0.10189420862836121,0.0902837248234697,0.10160761924186591,0.12243085153669397,0.12319351382276585,0.08546915602718912,0.11096549917879882,0.08651491894465368,0.0688374590466557,0.13608048674222176,0.09169063306576086,0.1049360670503712,0.02690513348786807,0.10549777036506505,0.07627569736161052,0.11749874930398194,0.08443640466054911,0.1084609094927753,0.12787015786335762,0.09117605260154663,0.10474143019836993,0.10157588296441236,0.11517108772604345,0.14164879359881608,0.09134046091409874,0.07708038811526574,0.14588043498701256,0.07453690151864377,0.06898463597062754,0.10271408078739741,0.03160560507251839,0.09384637621133807,0.10715023587468206,0.09272494167159125,0.08398147295683733,0.06165135807101089,0.12223164565692471,0.10901447210347807,0.13803160562711714,0.10738427352270909,0.09761445626545281,0.0945753048527997,0.1057310686222361
iql_2p_107,0.10949629765430427,0.0633291955420247,0.10649131284757456,0.13016407415258635,0.10806918835634882,0.09536697541602124,0.08905026782666067,0.12551626734411758,0.07271583216879252,0.049860427194319136,0.0977268401617488,0.11636965253879553,0.10709398399536736,0.0839491120143626,0.11904528697936766,0.10887533333129225,0.1310458333255964,0.10737528322663462,0.13493275454091938,0.08285520555764736,0.12423809193641056,0.13887416920363557,0.12175392070894472,0.10415589696219796,0.09272067812521649,0.10748980096734759,0.09442121418410165,0.13280336429473463,0.11902090972598049,0.1044256567707381,0.10450565626797431,0.022947940909807136,0.10441846258205491,0.12697603172252628,0.12250606959657141,0.11513743019539735,0.11980595497720471,0.07910231855009056,0.1005526399852336,0.08632036955435259,0.11082760923163507,0.13532104495605995,0.10489443649688956,0.10712001135175442,0.14092722067790878,0.08810697820263727,0.09070964156031044,0.10351749884922837,0.028674642595854616,0.11832211624206185,0.1309627038205916,0.098269933387583,0.10932424342294805,0.0811432273945275,0.11220583852901773,0.11480345346721936,0.13647974103140728,0.10083048602481294,0.12702733677441244,0.09900449622113129,0.12986273072748777
iql_2p_428,0.08299783009211746,0.058551475882337924,0.13356517507194757,0.13415729725959746,0.09141654777992876,0.08567841473790233,0.08557196171644073,0.13605490041891177,0.0924010638899791,0.04811155403850514,0.1006452373438505,0.11676879637985484,0.09534877580755821,0.09227896124252807,0.09068674765366767,0.06889507384421617,0.1335938023712178,0.08490121841292975,0.12370646414799834,0.11090465180505278,0.10456449814349036,0.13936672440722714,0.11821765675228044,0.07260874388116074,0.10824809574306607,0.11161991162870538,0.0840641842403767,0.13191557636609863,0.11108042891526843,0.09778067522777699,0.08116853966901215,0.10450819588912631,0.02570189969632595,0.12632434128068906,0.07424873030564226,0.11680308215111448,0.13048197788200483,0.11185073253224585,0.12513780483930506,0.10373775922006413,0.11545951311173973,0.1402534688055878,0.11987441345007699,0.0891206362185549,0.1448336252670629,0.09856677083074193,0.07352141190156783,0.10093242032171823,0.03543674928658101,0.06853779897253777,0.07648432958456261,0.09886949394024429,0.07944625750782726,0.07753665270051319,0.12413292098391947,0.11308546063928819,0.13794083876792976,0.10881650815937809,0.03340797880746454,0.10925518590895353,0.10160878351796167
iql_2p_208,0.12508579123145844,0.07020974148934037,0.12417424802268785,0.12566851249219113,0.13291558460917968,0.12543193800623506,0.12068909823177898,0.12504435024422336,0.11996027342416321,0.04010354438201192,0.1281437337991991,0.10767686473890295,0.0737476114867458,0.12892741396615384,0.1305004542827342,0.1212714508860185,0.10056228442114866,0.12148611759373991,0.10603053805390218,0.11131211197349548,0.09357620193190147,0.12275099918126939,0.13601525043905924,0.12557938480499098,0.12925521962381248,0.11939123823798795,0.12587658435149882,0.10855399242773156,0.13085135111262702,0.13250985170922197,0.11916727819330272,0.1281624333102333,0.12544076479358693,0.022329216555893757,0.1333598883922748,0.08321333926721124,0.11912287437767777,0.11605267424751571,0.11300746279781702,0.1256517955621805,0.10600267011731354,0.1217029958546625,0.11242763944866938,0.13013381064120116,0.128929033223708,0.10835760883297489,0.12103439507842388,0.10241326128973727,0.033961016592558006,0.13469719756550247,0.13486262020293094,0.12353839807930164,0.12445038452331114,0.12454340493177468,0.12585181225552533,0.10568651664237969,0.1116475338196057,0.11511086381397717,0.1294687841605072,0.12032104118565463,0.10941581297052085
iql_2p_288,0.09782451226558711,0.05715767881921028,0.1341377322008986,0.13235505336782571,0.07048247390663866,0.05498708473814556,0.08826869868758686,0.14654509356508663,0.10599639239143943,0.04758782962060783,0.0688052392772527,0.11239079958786662,0.09327135804736628,0.09935465025855608,0.06453491898189691,0.0845693374220231,0.13240646159459138,0.06732134853075954,0.1427386507992842,0.1076369821576209,0.1358523433732374,0.1407564841561482,0.11065316711237867,0.11939779080033265,0.09644688303931859,0.11176275501257116,0.06467872701282856,0.13618274533875427,0.09958203147154611,0.09788000997139303,0.07975297361227353,0.12114005246820722,0.0695861107405781,0.1334103055689477,0.026063988796805448,0.12828645693135343,0.1296725844887808,0.10333659947956483,0.12387206290362648,0.10175935436115935,0.10982003281733256,0.13970181499178885,0.11816364838646443,0.078215625600004,0.14406243288241385,0.09245198325617465,0.06446977431323922,0.09665754989652904,0.024061005132786948,0.09768680058226904,0.10493306605641523,0.09825188446029927,0.088380661052065,0.07384797161737078,0.12753541308985517,0.12435948291947825,0.13786806884844657,0.11990317640496434,0.0824015257625731,0.10193164376188583,0.1264712631707298
iql_2p_6,0.11919244858630937,0.06861912730427283,0.1157382669301731,0.1254857115372105,0.13236404817018857,0.11501928850414611,0.10496092987392974,0.13058000799509856,0.10061752431857982,0.044547659960990096,0.11603274265482136,0.09685874246551004,0.09042500357755039,0.12281044825258151,0.12072418067644941,0.11147526161440484,0.11645674218352496,0.11331834008667795,0.1025819395800255,0.10823867833635072,0.0673176063745585,0.1278383543073048,0.12711500355190178,0.10659591733270088,0.1269865125436556,0.10612083071668822,0.11791892044960384,0.12282262589604571,0.13256589003208932,0.12148060161194461,0.10981860239504053,0.11307998553236553,0.11771384934662532,0.08461721337883918,0.12876944432589588,0.026368798379903472,0.11902771589844105,0.11427451855947589,0.11320794304288015,0.13035145645523102,0.11069202478950324,0.12747240818310446,0.1157311747110518,0.11180783571825365,0.12894584261619293,0.10581770755407621,0.11777128152482674,0.10826197260349546,0.03539823441924752,0.12687992168976145,0.1257299123995559,0.11682957036641022,0.12539170214970366,0.11092635218017402,0.1236691557665047,0.10641507318044752,0.10963766794309335,0.10078399618987133,0.12738103544876686,0.10994723734591969,0.10459281195187364
iql_2p_110,0.1323543749484693,0.059461277214671406,0.11941630454841583,0.13305838354647181,0.1312707968742477,0.12637311106402344,0.11737129158358955,0.1301815125430643,0.12147630020707743,0.035165100426417094,0.1198208561478343,0.12760717694549942,0.0994736817856864,0.1268268110456145,0.12615717406473562,0.12506508820610168,0.11628299793176988,0.12528332278479842,0.11510174250635825,0.11058935612435764,0.12236284351060168,0.1170567822554507,0.13023412714031604,0.12694492660992795,0.13051531634256572,0.11796047307467024,0.1150207593089178,0.11426677469850977,0.1317029802244429,0.12892816452583197,0.12670501145574312,0.11950428865944518,0.12925649907064635,0.11728948611022216,0.13045590507140717,0.11993267858261149,0.02105661017352983,0.12162787677173355,0.11380264053175568,0.1256163733276837,0.08861263548727123,0.12464183692484637,0.11462057881549893,0.1188502947745608,0.11699319334046746,0.10991560395139535,0.11464957657139425,0.08506686010427326,0.02545417451028416,0.1318667198348393,0.13656106666250084,0.122984489396021,0.12432229003682323,0.12224532069572232,0.12922842755369268,0.0958755182515328,0.10862177015681523,0.11464505135416876,0.13138648746351353,0.11427711931966084,0.12453324307991019
iql_2p_2,0.08996717263535628,0.06543400339273152,0.09544313620161483,0.134140632800058,0.09240524989414832,0.07560675927455163,0.06556740751318448,0.1380014551807335,0.07606797717831071,0.04932747380517271,0.06567417367580654,0.11799562825799946,0.11476627515084734,0.06771516249703606,0.08724880061066742,0.10204104648620572,0.12937982875239862,0.08937463080762907,0.12360426448953934,0.0823492224128437,0.11519760761404725,0.1405186952401708,0.10174277334533396,0.10773901265558357,0.07630741777835233,0.0974570769518561,0.0617968122802463,0.13160876563512022,0.08599377298386203,0.09085833187991071,0.08412618022946246,0.07689776672960015,0.11049524876663248,0.11569396731031398,0.1060134991781707,0.11385815737135395,0.12302121885268412,0.0300190711381948,0.0986467384559672,0.08489083017617392,0.11251522620516745,0.13618901582726853,0.08945900406331384,0.06997895403619576,0.14221986468844638,0.0740446057994774,0.06936072225690848,0.10874322750406115,0.0321487033642105,0.12822497728601864,0.11062488052874904,0.08980779828055022,0.11163923464445641,0.06550102264850526,0.11290835802543582,0.09011359426856748,0.12801348129005788,0.0964694188227544,0.13628794455857055,0.08493300418565211,0.12173242706855064
iql_2p_8,0.11995163128528097,0.060761787926294594,0.07770370369551248,0.1321990920089847,0.09941795053208449,0.0822484042398392,0.08568080877302688,0.08371115118071187,0.09997111182736741,0.047206894072794076,0.08240678763305848,0.10975448659622074,0.10527970455885598,0.06324385415200437,0.11763524641874985,0.10255818933659076,0.1315236792672711,0.08085959069893936,0.08536592439609612,0.038813257941069566,0.13150610924211847,0.08286223511347013,0.12853933172379575,0.12485968159498087,0.1172444690721059,0.08006182166301239,0.0832298599782554,0.13027270731814855,0.09730820051773642,0.10082500606496386,0.10268740900422019,0.09832273189857978,0.11880557562673562,0.10952818723963251,0.12105183960601343,0.11325447099342258,0.1145315282706033,0.09924343807023212,0.027204705328306718,0.08767103530813355,0.11464406398937539,0.14036350611180953,0.04147379307466343,0.10166599053764243,0.142614880457826,0.03570324758337817,0.0835715034685867,0.11406819448031953,0.03459776593943603,0.12539095083776977,0.1110220698780202,0.06353226178879515,0.13863467318099032,0.07488236486650245,0.11352110161551464,0.10021176741281435,0.13965369669292682,0.06210790294318429,0.14241247695339057,0.055257562378374966,0.12418002979545463
iql_2p_105,0.10145775235042416,0.05753618437122851,0.11588444506490075,0.13742167514624468,0.08433762505548753,0.09255130036903858,0.09348892400707155,0.12930052448462845,0.09892598764733157,0.04643273664129651,0.0988731858088936,0.11360913920983645,0.10346779580139899,0.06695327319855245,0.12104522011215478,0.12589994961079212,0.14271393145730377,0.08767575007948321,0.13727965862428415,0.07131178365459667,0.13627197132205873,0.1364702584741452,0.1210574435216604,0.10444361384019608,0.09913957046507717,0.11091459889482538,0.0923396595618589,0.13515130484016794,0.09090346664456753,0.08413907648649348,0.10161249923114773,0.07733988771649464,0.10127927010005551,0.1275507429692199,0.10527033983036248,0.13162619189203947,0.12471278077246131,0.08523369455796222,0.08676198241165309,0.021274539901017835,0.11194442392544617,0.13552958381106317,0.10392916045076088,0.10092454999651966,0.143422965831836,0.07849515648751838,0.07925837399291005,0.10503024231144094,0.03151062754056161,0.12259967291962894,0.13281889215017567,0.09818693187996047,0.11149695568938194,0.07690178068159409,0.1260861480417258,0.11060903268720869,0.14200797586051284,0.10771278367956144,0.13206662451959617,0.09749058912530993,0.13521773253534464
iql_2p_4,0.1111559216236364,0.057965841251550895,0.11869283971664003,0.08336654561633221,0.11257264602024773,0.11014098132847736,0.10641023375596917,0.09955225779458744,0.11716638012672406,0.06178427087859822,0.11166335029901261,0.08929800606956462,0.09746340437312868,0.10267488382267592,0.1110154808664089,0.11091704918541603,0.10798908830062413,0.110596903211618,0.10641967453436417,0.1130390657781636,0.11614061050295885,0.10645985981580099,0.10311017160299948,0.10124812689625423,0.12308112833411952,0.10967569032379053,0.11110744633911807,0.08760913883836548,0.12040723483246345,0.1122703250551988,0.11463598733382113,0.10972098708998201,0.11370901586066075,0.1068711020248224,0.10968292479688897,0.11049955797196655,0.08740628737110391,0.11232177548454261,0.11414900854584765,0.11099116087328756,0.027130558269228444,0.08626462129981213,0.10880796261303673,0.1165852623276201,0.08221267634616938,0.11225803386840516,0.11051189890685979,0.11976152433899628,0.013528302480355768,0.10703183672160353,0.10911891729668141,0.11459531491295792,0.10366083893158494,0.1175956717230698,0.1145359442620525,0.10148842026556526,0.11666299032683845,0.11411828246166343,0.11110506850724677,0.11433018555044856,0.1139086272061954
iql_2p_113,0.14255190313706792,0.05037702897154615,0.13744197644096945,0.12564350838781924,0.14552596788202443,0.14073780853772022,0.1297386897112808,0.13689304145938172,0.14024328575728678,0.039928684325932905,0.127597982397842,0.10629747180436606,0.07452734000351817,0.14380651442824138,0.14553834958525538,0.13987572172467957,0.1215579952450681,0.14321334362411905,0.13864009821115966,0.13411999639129132,0.13393294964272232,0.13561109025444784,0.14432795665428094,0.1416169899129338,0.14204469648670448,0.13640056961757893,0.13624089852903934,0.12448942043402723,0.14123659126444535,0.14273396162091206,0.1411516177448916,0.13374503875658342,0.1395654570156957,0.12197000339427722,0.1390123479695239,0.12767608136217215,0.12430592684180429,0.1350234117773655,0.14098634260097678,0.134659280823863,0.08593212572722729,0.030941512697345613,0.13937896079394477,0.12905122133478628,0.13898875209167108,0.13381874233454744,0.13402358001486153,0.06895032414717135,0.052249288913821586,0.14076386124286303,0.1417078903942896,0.13998948749102555,0.14286272501950953,0.14535509898176946,0.14340833111085283,0.1117514189977022,0.109187031281192,0.140884349279826,0.14087491390591866,0.13983680442573052,0.1403124134494165
iql_2p_518,0.11965490097777023,0.062110026179353676,0.07117301595408192,0.1312195917079458,0.09447388528053664,0.0776850255325954,0.09027307899922322,0.08373442966904354,0.10198999288165482,0.04752952354063735,0.09265084353636506,0.1065418559628093,0.10365994863977118,0.07618559464885734,0.12541675929476093,0.08857161188552458,0.13102706868429898,0.07871768080933278,0.07495265705763872,0.0388256326670925,0.13313718563947488,0.07904649447002694,0.12904139239794338,0.10566460917450081,0.11511604982798881,0.0769725415456707,0.09065869070309807,0.1344002392557394,0.11384087856301882,0.09757689033782538,0.094146181483903,0.10020685705080266,0.11641353543295557,0.1136296748565268,0.11945460054765575,0.11535411215903835,0.1135173383761265,0.08699814140543463,0.042126580682509705,0.10412132150525175,0.10921334292109182,0.1393530932846487,0.026103118587632396,0.1006710324174735,0.139725452828037,0.03622636730338829,0.0933877867389521,0.10947978385071831,0.029623841209404294,0.12538600084538942,0.13813867860957696,0.06108472044627854,0.12170905553819733,0.0724634947542554,0.09846387049065256,0.11014899567404145,0.13995411588088433,0.060685198920329815,0.13770035131400354,0.05670250442440792,0.12407197185504869
iql_2p_314,0.059423675820332755,0.06267369304580671,0.11252108780135393,0.12567393718667366,0.07269299691166954,0.0818196685889157,0.059918183951117865,0.12513748931475333,0.1033757249648098,0.0432932511137706,0.05654686346739313,0.10688532546612747,0.0947886082184985,0.09442673587496288,0.057525956854275785,0.09325766349206911,0.12504655376298862,0.09317010675103898,0.11697439911365223,0.08896354988420818,0.10812441837068998,0.13038582143776217,0.08059312744893327,0.10116664584733448,0.09745651054701272,0.07394093161436363,0.0872104725821389,0.11855915488902574,0.08090528145924715,0.10297362143772547,0.07519384996128341,0.10281898466722961,0.08524513504007135,0.12926016729062362,0.07960888950362263,0.10759751298241052,0.11892564614918011,0.06856160464866615,0.10377589049485435,0.10144107061737863,0.11600675066564015,0.12816091981567548,0.10086762985219787,0.022775683699946307,0.1356232150039218,0.08578433194937171,0.07155246326996716,0.1080174145589497,0.023683553618492306,0.09123788248310018,0.08517672921637692,0.09622469304705522,0.08393268726783387,0.07441551445767207,0.10742357521512678,0.10838029012694143,0.11918004611511104,0.09816118658614513,0.0957976106173844,0.08674969855855409,0.08551129866865548
