,sad_aux_op_2p_25001,vdn_2p_770,vdn_op_2p_7772,vdn_aux_2p_940,iql_aux_2p_8110,sad_aux_op_2p_25024,sad_2p_2025,iql_2p_510,vdn_aux_2p_971,vdn_2p_7110,iql_op_2p_700,sad_aux_2p_20025,sad_aux_2p_20024,vdn_op_2p_77112,iql_op_2p_710,iql_2p_310,sad_aux_2p_10,vdn_2p_726,sad_op_2p_2524,sad_aux_2p_20007,vdn_aux_2p_9112,sad_aux_op_2p_25025,sad_op_2p_1,iql_aux_2p_804,sad_aux_2p_20001,iql_aux_2p_8141,sad_2p_2024,sad_aux_2p_20000,iql_2p_210,sad_op_2p_2500,vdn_aux_2p_9142,vdn_aux_2p_9141,sad_2p_2019,iql_2p_7,iql_op_2p_6140,sad_2p_1,vdn_2p_720,vdn_2p_7140,sad_aux_op_2p_1,iql_2p_224,sad_aux_2p_1,vdn_2p_725,vdn_2p_711,sad_aux_op_2p_25007,iql_op_2p_6110,sad_op_2p_2519,iql_2p_111,sad_2p_2007,sad_op_2p_2507,vdn_op_2p_729,sad_op_2p_2,vdn_2p_710,vdn_2p_740,vdn_aux_2p_910,vdn_aux_2p_911,vdn_op_2p_7742,sad_op_2p_2506,sad_aux_2p_20018,iql_aux_2p_800,iql_2p_288,sad_aux_op_2p_25019,sad_op_2p_2501,sad_aux_2p_20006,iql_op_2p_610,vdn_op_2p_7741,iql_2p_4,sad_2p_2000,iql_op_2p_620,iql_op_2p_621,iql_op_2p_618,vdn_2p_7141,iql_aux_2p_840,vdn_op_2p_7711,iql_aux_2p_841,vdn_op_2p_77111,iql_aux_2p_8140,sad_aux_op_2p_25000,vdn_aux_2p_970,sad_aux_op_2p_25018,iql_2p_488,sad_aux_op_2p_2,sad_aux_op_2p_25006,vdn_op_2p_727,iql_aux_2p_811,vdn_aux_2p_941,sad_2p_2006,sad_aux_2p_20019,sad_op_2p_2525,sad_2p_2001,iql_2p_424,sad_2p_9,sad_op_2p_2518,sad_2p_2018,vdn_aux_2p_9111,iql_aux_2p_810,iql_aux_2p_8111,iql_op_2p_600,iql_op_2p_612,vdn_op_2p_7712,vdn_op_2p_7771
sad_aux_op_2p_2,15.5356,6.4194,20.4364,22.7428,22.356,22.5344,0.1376,16.4354,23.1236,17.1064,20.1386,22.2522,22.8516,19.8224,15.721,14.8714,20.4654,14.0192,17.729,22.0196,22.2988,23.5046,11.24,17.7922,21.541,22.0462,10.2196,21.9412,12.1696,14.7116,22.1904,23.416,6.0158,19.1184,21.7148,14.432,11.0012,15.6432,18.6728,20.1684,20.5218,2.597,19.7052,22.359,20.4614,14.5828,18.3246,4.273,0.2474,16.7616,0.4064,19.691,16.7628,21.8734,22.4246,0.307,0.007,21.4108,22.5648,18.712,22.143,12.1634,21.1238,5.187,2.929,4.9036,9.0188,19.5014,15.4978,20.4364,1.0232,22.046,10.3434,22.3466,20.0042,22.6188,21.4794,22.7832,23.028,18.7058,24.2358,22.1918,20.1546,21.3032,22.1744,0.6598,21.2592,18.6082,13.5044,20.6194,1.2366,15.0616,7.0154,22.3286,21.4326,22.0828,12.0054,19.9804,15.2272,5.8124
sad_aux_op_2p_25006,15.1326,7.966,19.5444,22.25,21.8064,21.7486,0.1286,16.2996,20.5866,18.6666,17.5344,21.358,21.466,17.7448,13.5818,16.6518,16.5758,13.3474,13.6058,21.6092,21.1208,20.4602,10.0712,18.6154,21.3196,20.0512,5.7234,21.5168,11.5252,15.1374,21.7668,22.1186,10.137,16.8742,17.7182,14.926,12.828,12.1132,16.4106,18.2428,18.6818,2.6312,18.0514,22.216,18.9018,15.6436,16.6422,4.2402,0.0436,13.6306,0.111,18.8154,16.1964,21.0752,21.7342,0.0952,0.0032,20.3704,22.1162,16.8992,21.6152,14.7376,20.5726,6.3274,2.7222,4.8238,12.7278,17.9088,17.0492,19.251,0.4658,21.8674,10.513,22.0766,17.533,20.8638,21.6438,21.4018,21.8634,16.2642,21.9858,23.7528,18.4076,20.3378,21.798,0.34,21.4992,19.041,15.0004,18.1236,1.4328,15.9772,9.8516,21.8994,19.9266,22.321,12.5656,19.434,8.4666,4.3186
vdn_op_2p_727,14.7878,4.7216,17.4264,19.6662,19.3242,20.6826,0.355,16.0344,20.5908,16.7158,14.7702,19.7976,19.887,16.646,16.2822,16.4448,18.7412,9.1208,13.7704,19.678,20.029,19.437,9.62,17.6474,21.055,19.205,12.0948,20.6198,5.8782,14.0964,21.2804,20.3178,10.879,19.81,16.9906,16.2232,16.1936,18.119,14.8782,17.134,17.256,3.2846,20.007,19.8826,19.2588,20.2126,14.6896,10.669,0.0544,17.9856,0.0576,19.4006,17.2606,20.197,19.8422,0.1716,0.0,20.1964,19.522,15.2512,20.0132,14.9232,20.0632,3.063,3.9008,6.1138,13.947,15.9698,17.6604,18.1736,0.6008,20.027,10.733,20.815,18.4864,18.9252,20.4276,20.434,20.2744,14.1356,20.1494,18.5398,23.9354,19.1942,19.7818,0.2312,20.4004,21.618,19.7206,19.7734,1.2738,14.9408,10.0444,20.5126,19.264,19.8232,7.8286,20.5188,15.5846,5.073
iql_aux_2p_811,17.1284,3.5682,19.3194,22.1354,20.3668,20.1868,0.3252,17.4806,21.456,16.9132,18.3318,21.4396,20.7836,18.5522,16.9074,15.1002,18.6576,7.831,14.3124,20.2224,21.2918,21.9292,8.6782,18.537,19.7506,21.6418,11.6478,21.3302,11.9212,12.5456,20.319,21.446,8.2958,18.3784,18.765,17.067,11.9384,16.1126,19.0012,18.5074,19.0604,4.2756,17.4764,19.9914,18.7804,14.3204,17.5422,4.4122,0.22,17.5934,0.2368,19.4638,17.28,22.134,20.9428,0.638,0.0084,20.013,21.2916,15.89,19.951,15.6114,21.622,6.6846,5.496,9.5154,11.6456,18.9012,17.1864,19.3694,1.8836,20.867,12.0056,21.0374,17.9118,22.1942,20.2212,22.4054,20.729,16.8148,21.4636,20.697,19.1984,22.9326,20.6046,0.6662,20.57,19.2512,12.2842,18.9404,1.8382,13.8318,9.2028,21.2128,20.2518,20.4262,12.9852,19.7494,15.3874,7.6348
vdn_aux_2p_941,15.383,6.229,21.0258,22.827,21.7462,21.7798,0.1896,18.6944,21.5014,18.2294,20.5096,21.65,21.2192,20.5182,16.0514,16.9454,19.8202,14.3732,17.6138,20.446,22.4206,20.937,13.9544,19.447,20.7094,21.9696,10.6608,23.0522,10.377,19.6622,20.6614,21.7264,14.886,17.539,19.9846,16.8624,11.6938,14.1066,19.0862,20.6948,20.397,3.864,19.68,21.8188,20.5754,18.7344,18.726,8.7662,0.458,16.5624,0.1718,20.3084,19.0084,20.4228,21.1446,0.4232,0.0006,20.7408,21.6528,18.0276,22.1782,16.6404,19.8522,5.6132,5.5258,6.625,16.4846,20.7256,18.2854,21.168,1.0294,21.4536,12.78,21.7796,19.8836,21.1046,22.3702,22.3432,21.7284,19.1272,22.2462,21.7914,19.7434,20.5084,23.907,0.4768,19.8496,18.9188,16.3374,20.089,0.8648,20.105,12.7416,21.1732,19.9344,20.2004,12.213,20.4724,15.1708,5.4476
sad_2p_2006,0.767,0.0248,0.2638,0.5758,1.2068,0.3362,0.0,0.6192,1.3522,0.2014,0.4014,0.5136,0.8998,0.2428,0.6364,0.831,0.2136,0.0308,0.1102,0.7294,0.68,0.812,0.0294,0.7558,0.9694,0.8958,0.0232,1.251,0.2378,0.0488,1.38,0.552,0.0188,0.3758,0.4596,0.0606,0.0634,0.7442,0.5956,0.5192,0.3768,0.0244,0.3016,0.2162,0.5868,0.1162,0.632,0.0,0.0184,0.9662,0.0142,0.746,0.14,0.509,1.186,0.0144,0.0,0.754,1.2514,0.4268,0.6254,0.0342,0.3992,0.347,0.0078,0.096,0.0958,0.7576,0.6708,0.5062,0.0252,0.9684,0.1728,0.6134,0.1644,0.985,0.4424,0.8084,0.2754,0.1956,0.7998,0.3794,0.1848,0.644,0.5106,23.798,0.5472,0.1182,0.0612,0.7014,0.0536,0.0804,0.068,0.8756,1.5922,0.7974,0.485,0.9274,0.732,0.105
sad_aux_2p_20019,15.27,5.8534,19.066,20.4758,21.2276,21.3884,0.1094,16.5782,21.8908,17.9148,16.877,20.3892,20.7896,18.1138,14.3206,16.665,17.0182,12.7576,11.4784,22.939,21.524,21.117,11.1776,18.4178,21.6468,18.946,9.7204,20.6832,8.1688,14.8442,21.5982,21.1698,9.814,18.6886,16.9484,14.4032,15.1584,13.6474,17.733,18.286,17.1488,3.1588,18.3766,21.2952,18.6002,17.978,15.0728,6.3916,0.1992,15.8718,0.1894,18.4946,15.2624,21.847,21.1946,0.0994,0.0008,21.4166,20.5914,17.4748,21.5866,16.0166,21.2544,4.594,4.509,4.6314,13.4266,17.844,17.0764,19.0194,0.466,21.9272,9.8996,21.7992,18.3278,20.9822,21.4988,19.9472,21.536,16.2414,21.4264,21.5368,20.3106,20.2166,19.9,0.5498,23.6288,19.5422,18.1804,18.3698,1.569,16.0492,10.4856,21.4294,22.1048,23.1456,9.2336,19.5186,13.7822,4.3462
sad_op_2p_2525,13.7014,3.8952,19.6276,20.254,18.7108,20.5524,0.5352,17.0098,19.8214,18.9578,17.1378,19.3762,19.164,18.3208,18.6412,17.077,15.6776,9.2596,17.7572,19.4558,18.182,20.9568,9.3876,17.497,19.9068,17.214,8.8448,20.6506,5.8302,14.9758,20.8602,19.8104,8.3302,18.621,18.5326,16.3658,13.5296,14.2214,15.9356,15.6334,19.6468,1.7718,17.1308,18.0554,18.78,18.6312,16.3622,6.0122,0.0256,15.7246,0.1064,20.2314,18.322,19.3784,20.1952,0.0954,0.0,18.3142,19.6488,15.494,18.6112,14.438,19.253,3.15,2.6828,4.3086,12.5348,19.007,17.8028,19.2018,0.3076,18.7886,12.4766,20.5162,16.1018,19.5092,20.8356,20.1348,18.5756,14.701,19.3858,19.436,21.5478,19.3978,19.4986,0.1588,19.848,24.122,16.8446,18.5454,1.4124,15.445,10.1466,20.0322,18.1324,19.3648,7.9504,21.0972,13.9146,5.0284
sad_2p_2001,8.5386,1.7782,13.952,14.6494,15.844,15.8922,0.0496,14.9148,15.4642,15.1126,10.9878,15.376,12.2168,13.7192,10.9942,15.7592,13.8178,8.3066,7.9308,18.262,16.7626,13.8272,9.891,13.264,19.4824,12.4032,5.7888,17.4246,2.0052,16.7674,17.5018,14.1162,8.5766,19.229,10.5,12.7012,12.6,9.436,8.5714,13.9398,12.1898,1.2482,15.7558,16.5696,16.6686,21.6452,10.823,5.8714,0.0052,9.556,0.055,16.1784,13.1264,15.0112,14.9502,0.0214,0.0,18.3114,14.9866,11.3414,17.6298,13.5866,16.481,1.0408,1.9766,2.0186,15.933,13.2618,15.6862,13.9038,0.186,17.8302,8.8238,17.891,13.2568,13.3782,17.8836,14.4484,15.944,9.9968,13.9074,15.3164,19.6474,12.2746,16.5124,0.0456,18.0796,16.8094,23.553,15.4656,0.1504,17.6188,5.4878,17.0914,16.4424,18.0534,3.1812,18.4536,8.5956,1.7506
iql_2p_424,14.9302,5.0362,19.0282,20.013,19.4278,19.237,0.2538,17.2308,20.4684,15.2704,19.5404,19.0014,18.8166,19.071,16.5718,16.4896,20.4056,10.8754,15.9418,18.2404,20.412,19.7184,11.9122,17.606,17.9208,18.6494,12.1562,20.2256,8.784,14.7758,18.706,19.4934,8.9342,18.5052,20.0772,15.2862,12.2504,14.902,17.1252,18.6484,17.165,3.278,19.1882,18.7224,20.5966,15.568,16.6786,6.7908,0.2148,16.7864,0.1642,18.933,18.4258,18.9964,19.1208,0.532,0.0282,18.7762,19.4854,17.4342,18.6764,12.5738,18.6826,4.6988,3.3272,6.348,13.6212,19.184,17.5176,19.6128,0.9556,19.4898,12.0646,19.3936,19.4214,19.7218,18.7098,20.0718,19.7814,16.31,20.7922,18.5686,19.8248,19.1104,20.4902,0.6508,18.3822,18.3852,15.1124,23.8692,2.0142,16.1698,8.157,19.529,18.0208,18.3478,10.1828,19.5028,13.991,7.0112
sad_2p_9,1.8072,0.21,1.7228,2.4866,2.0442,1.0876,0.162,1.467,1.873,1.0064,2.0994,1.189,2.3142,1.0566,1.7312,1.8572,0.9584,0.095,0.8132,1.226,1.6016,1.5308,0.44,3.0202,1.2076,1.8368,0.0384,1.7744,0.8868,0.2058,1.9008,1.488,0.2002,1.4316,1.7504,0.5198,0.3074,0.7774,1.6708,1.0112,0.7206,0.1904,2.6546,0.6876,2.6814,0.329,1.064,0.0042,0.0028,1.7802,0.065,1.0986,0.6446,1.9658,2.0516,0.001,0.0014,0.864,1.7788,1.163,1.8128,0.4408,0.7636,1.392,0.235,8.13,0.3518,2.6148,1.7754,2.4104,0.76,1.7422,0.6472,2.309,1.8924,1.8392,1.1316,1.7134,1.756,1.0206,1.3102,1.4616,1.3862,1.949,1.1098,0.0418,1.838,1.4208,0.1174,2.3592,23.916,0.21,0.0808,1.5386,2.4716,1.528,1.0046,2.785,1.3814,0.4246
sad_op_2p_2518,8.9166,1.8758,19.8398,18.5936,17.4604,16.8008,0.0156,18.5124,14.2154,20.2538,18.3336,18.0584,13.3142,21.3646,9.4806,19.4798,15.1528,14.494,16.0198,19.5346,17.739,13.988,14.983,14.9332,19.4278,14.9808,6.169,20.3456,3.6172,23.0266,16.9362,16.262,11.6688,11.8546,17.0386,18.9042,7.3618,7.1472,10.0802,15.6384,17.4102,1.2044,17.9356,18.7066,19.121,19.029,18.595,8.2388,0.0098,9.8138,0.669,20.7454,17.7772,15.4658,17.0322,0.0312,0.0,18.438,17.0656,17.517,19.3568,17.087,16.2416,0.7944,1.942,2.9962,18.9606,20.3312,15.7068,17.5662,0.1734,17.794,17.376,17.7526,18.9024,17.012,20.7072,16.2052,17.1082,16.4532,15.9698,16.5538,15.4114,13.8996,20.2932,0.0782,16.331,15.5942,17.4032,16.3466,0.276,23.3484,7.2468,18.1126,16.2664,17.2034,5.002,18.2614,6.0978,2.5692
sad_2p_2018,3.174,1.7378,13.7764,11.4798,11.7846,8.959,0.441,5.8506,7.4094,8.9512,12.4482,9.505,8.3814,12.121,9.1592,6.0456,5.0622,4.295,6.8612,7.4632,7.9214,8.8338,1.8616,6.4272,8.6912,9.0462,2.493,10.0974,6.7372,6.8368,9.0668,10.2016,2.0844,9.5348,9.1564,8.7708,3.9474,1.9998,4.6674,7.6376,10.3788,0.5458,9.666,10.8518,8.8088,5.2588,8.3166,1.8982,0.0602,5.567,0.0464,11.3832,8.116,13.5582,12.4228,0.0716,0.0056,6.666,9.9216,10.941,7.901,6.5058,6.9918,0.7064,1.2854,0.642,2.397,13.1672,5.68,10.3266,1.0718,9.2116,4.4786,12.1292,8.2468,11.7508,10.2858,8.8218,7.6078,8.284,8.2082,9.5768,9.84,10.651,12.8522,0.0412,10.6088,9.916,5.2736,8.6824,0.0584,6.943,23.874,12.0104,7.9574,10.9384,3.517,11.5846,5.7382,1.6298
vdn_aux_2p_9111,16.6134,7.1568,20.7716,22.672,21.873,21.6238,0.209,17.7124,21.7328,18.7048,19.6378,23.1488,20.8782,19.7488,16.6354,16.682,17.9296,15.9962,16.5696,20.8756,20.4654,21.8372,12.9942,18.5216,22.4306,21.6206,13.1276,21.602,11.5678,17.2644,22.8528,22.844,10.6816,19.23,19.8166,16.2352,14.4832,14.138,18.9986,19.7662,19.9266,3.681,20.0044,21.7682,20.0188,17.8918,17.6424,7.3218,0.483,17.8696,0.378,18.7962,17.6034,21.4464,22.0838,0.3646,0.0082,22.334,21.951,18.9912,21.6256,15.908,21.0822,5.8666,5.2074,5.7466,14.0998,19.3182,18.0048,20.486,1.061,20.018,11.7466,22.7454,19.203,22.0314,21.2776,22.5286,21.4576,18.0768,22.4466,21.8952,20.251,21.1134,21.2192,0.8306,21.4352,19.8594,16.8822,19.4576,1.5186,17.8494,11.188,23.7694,20.6438,21.6412,11.4992,20.1654,15.779,6.0922
iql_aux_2p_810,17.6626,6.5226,17.6792,19.7654,20.7986,20.8496,0.3622,16.4976,20.8898,16.8038,16.4016,19.8814,21.2556,16.6186,12.4012,15.8348,17.9976,13.7194,12.7138,21.4164,20.7164,20.2216,11.7234,19.09,21.027,19.84,11.1508,20.4972,11.4004,14.2584,20.2834,21.6028,7.1418,17.9714,17.2984,13.1112,12.7932,12.7158,17.5164,18.5506,16.4856,4.1832,18.4556,20.7834,18.146,15.8862,14.9112,6.0094,0.4486,16.9722,0.2306,17.1502,13.6144,21.3278,21.0722,0.4154,0.0072,20.7398,20.153,16.4652,21.0242,13.7842,19.7492,6.5434,5.1898,7.9008,12.1238,16.6182,15.185,18.2172,1.1624,20.9594,9.5204,21.0558,18.4188,20.4094,21.2412,19.7684,21.0622,15.8346,21.0254,19.4768,18.792,19.9276,19.7586,1.6266,21.7432,17.3128,15.8644,17.2462,2.4136,15.666,5.9392,20.3136,23.2058,21.7692,11.2586,17.7848,14.438,6.369
iql_aux_2p_8111,16.6848,6.303,19.4592,20.7128,21.6966,21.9914,0.2038,16.8644,21.8386,17.1236,17.7224,20.6296,21.1704,18.335,16.0694,15.5142,16.686,12.1958,13.9968,22.9902,20.72,21.2782,10.8276,19.1932,21.9026,19.3678,10.84,20.618,11.734,15.7248,22.1004,22.081,10.5936,18.9508,17.9008,16.2554,12.3476,14.355,17.589,18.2786,18.4502,2.8392,18.4394,21.771,18.9694,18.0304,16.9302,6.8022,0.372,16.6418,0.375,18.671,15.1622,21.261,21.4852,0.1528,0.0054,21.128,21.0904,16.366,21.8246,14.4416,21.2384,7.3094,5.0432,6.8944,12.5784,17.916,17.262,19.8006,0.9278,21.617,9.8554,21.8106,17.7966,20.9354,21.6722,20.3282,21.228,16.3686,22.0708,22.4464,19.8308,20.1736,20.334,0.6796,23.0546,19.1534,17.8452,17.8532,1.0664,16.9034,10.8084,21.5528,21.9094,23.6104,11.5718,19.898,14.2192,5.9494
iql_op_2p_600,5.9916,6.1894,12.941,12.3866,12.035,10.3678,0.23,6.6438,10.598,9.645,13.5732,10.501,11.5576,11.4698,9.261,7.751,9.6594,5.9874,8.141,10.1352,11.0112,10.015,2.7256,6.89,8.458,11.9732,2.6172,10.8566,11.3392,4.7506,10.6196,11.531,0.4628,8.0274,13.206,7.5794,3.9274,6.0276,6.0776,10.48,11.112,1.0396,11.11,11.034,12.264,3.483,11.6704,1.123,0.0176,5.8318,0.0456,12.0376,9.1598,11.5596,12.536,0.217,0.0066,9.2002,12.8452,13.1118,9.706,3.8224,8.0118,5.798,0.417,6.1188,1.3172,12.4722,6.6128,10.6296,0.9602,11.7988,9.4898,11.2622,10.3172,12.4746,9.8602,11.0524,10.7824,11.3042,12.448,12.554,7.7808,12.4392,12.4044,0.329,9.4926,7.0144,2.9522,10.0106,0.7384,4.7436,3.3694,11.7936,11.3648,11.7836,23.792,11.4034,4.9742,1.9636
iql_op_2p_612,15.6652,6.7506,20.9202,20.5946,19.528,19.5996,0.7142,19.251,20.2594,19.0732,20.8322,19.2154,18.0222,20.528,21.43,18.3484,17.8948,13.5604,19.1658,19.803,18.9882,20.724,12.3306,18.4216,19.86,18.2534,13.5798,20.49,11.0882,17.6714,20.6078,19.4744,9.4094,21.4594,20.0126,16.9188,16.5156,17.2318,17.4698,18.5836,21.084,3.2334,18.3608,19.1952,21.9084,19.4682,19.8782,6.246,0.1748,16.261,0.4054,20.3166,20.6646,19.025,19.6522,0.5072,0.0192,18.6182,20.1404,19.823,18.5188,17.041,19.4354,5.6508,3.8708,6.5674,15.5968,21.3238,20.0318,21.0722,0.5056,19.4238,16.2672,20.9308,18.2076,19.422,19.5952,20.1748,19.2876,18.7016,19.921,19.2802,20.2282,19.7628,20.6332,0.9664,19.4706,20.3936,18.1858,19.6696,2.4164,17.5048,10.8394,20.2934,18.33,19.8062,11.4884,23.5472,16.2614,7.6676
vdn_op_2p_7712,11.2068,1.8842,9.6412,15.1206,15.5888,14.5814,0.3316,13.1604,17.1048,9.8324,10.9482,14.935,16.3468,11.7976,12.674,12.912,14.7688,9.1696,5.9488,13.726,16.606,14.4652,4.1864,13.6806,13.9178,17.6868,10.1212,13.9034,5.78,6.2858,15.78,15.8812,4.428,17.4522,12.7142,8.4006,15.2834,18.767,11.5758,15.6658,11.569,2.5944,12.9684,15.2776,13.8324,8.3888,12.3288,5.0468,0.048,15.4076,0.0548,14.021,10.3822,17.9966,17.1298,0.6174,0.0248,15.9216,15.984,13.5488,13.4722,6.719,14.1742,2.0874,2.1772,4.319,5.3788,11.4434,12.9424,13.4632,0.3524,15.8112,5.7006,16.335,11.0388,14.6988,12.5022,16.6458,16.3002,12.9454,15.5706,9.1742,15.553,15.2898,15.5452,0.5918,13.8452,13.5866,7.9534,13.6344,1.0922,5.713,5.0052,15.9038,15.4278,14.139,4.7942,16.0788,23.418,7.0494
vdn_op_2p_7771,7.9584,0.9314,8.9516,6.942,7.9524,4.1572,0.3358,8.8648,6.0598,5.432,9.6822,3.2896,7.5502,7.6402,5.6924,8.3408,4.6216,5.3488,8.3682,3.2448,5.9964,5.791,3.5884,9.4984,4.3476,5.2592,0.2468,6.042,4.0406,3.4906,4.3136,7.2532,2.4766,6.1556,8.9326,5.358,4.0088,5.1194,6.3592,6.2266,5.4962,13.573,6.1808,3.3688,7.3072,1.6316,7.7232,0.0072,0.1396,8.5046,4.1306,7.984,6.1072,6.0782,7.153,0.2148,0.008,3.4016,6.2908,7.4958,4.4304,6.7308,2.3224,1.818,13.004,2.5062,3.0816,8.9848,8.9758,8.9268,0.7272,5.481,6.409,5.4382,7.2114,6.0128,4.3878,5.3728,4.9854,9.3478,5.5502,4.6268,5.049,7.1592,5.7656,0.0574,4.559,4.8706,1.571,6.9662,0.5164,2.4014,1.713,6.1886,6.1184,6.2184,1.9226,7.4674,7.1642,23.8836
